encounter_id,pokemon_id,trainer,zone,pokemon_level,combat_power,captured,date
121,21,Red,Isla Canela,45,234,False,2026-01-13 04:00:00
122,132,Blue,Cueva Celeste,4,40,False,2026-05-13 14:00:00
123,57,Misty,Ruta 1,32,508,False,2026-02-26 08:00:00
124,169,Misty,Cueva Celeste,65,1566,False,2026-02-04 15:00:00
125,75,Red,Monte Moon,6,82,False,2026-06-05 08:00:00
126,162,Blue,Monte Moon,27,391,True,2026-02-09 17:00:00
127,46,Leaf,Ruta 1,43,245,True,2026-06-25 09:00:00
128,173,Leaf,Bosque Verde,85,374,True,2026-03-05 16:00:00
129,74,Blue,Isla Canela,31,186,True,2026-06-01 13:00:00
130,163,Blue,Cueva Celeste,76,395,True,2026-01-24 14:00:00
131,53,Blue,Bosque Verde,93,1432,True,2026-02-13 15:00:00
132,173,Ash,Zona Safari,38,167,False,2026-06-16 09:00:00
133,13,Ash,Zona Safari,16,62,False,2026-03-02 13:00:00
134,174,Ash,Isla Canela,33,138,False,2026-02-21 18:00:00
135,199,Misty,Isla Canela,61,1049,False,2026-03-03 21:00:00
136,185,Misty,Zona Safari,69,993,True,2026-06-18 15:00:00
137,197,Brock,Bosque Verde,37,680,False,2026-04-19 22:00:00
138,36,Leaf,Cueva Celeste,1,21,True,2026-03-02 11:00:00
139,56,Misty,Isla Canela,99,603,True,2026-01-06 21:00:00
140,63,Blue,Bosque Verde,73,452,True,2026-02-12 18:00:00
141,100,Brock,Cueva Celeste,28,184,True,2026-06-18 09:00:00
142,76,Brock,Isla Canela,10,223,False,2026-02-22 05:00:00
143,189,Brock,Cueva Celeste,52,1076,False,2026-04-13 23:00:00
144,199,Brock,Ruta 1,46,791,False,2026-01-01 00:00:00
145,107,Red,Ruta 1,60,954,True,2026-04-28 01:00:00
146,145,Leaf,Isla Canela,45,1174,True,2026-02-03 02:00:00
147,175,Leaf,Isla Canela,4,19,False,2026-05-03 10:00:00
148,144,Misty,Isla Canela,67,1748,True,2026-04-26 05:00:00
149,189,Blue,Bosque Verde,13,269,False,2026-01-28 16:00:00
150,65,Leaf,Ruta 1,50,1125,True,2026-01-31 07:00:00
151,6,Misty,Monte Moon,25,600,True,2026-03-31 02:00:00
152,198,Ash,Zona Safari,14,113,True,2026-03-05 18:00:00
153,126,Ash,Zona Safari,58,1003,False,2026-05-12 12:00:00
154,199,Blue,Bosque Verde,81,1393,False,2026-03-31 00:00:00
155,140,Brock,Monte Moon,23,163,False,2026-06-07 07:00:00
156,53,Red,Isla Canela,8,123,False,2026-02-15 06:00:00
157,104,Ash,Cueva Celeste,30,192,False,2026-03-04 06:00:00
158,58,Ash,Bosque Verde,79,553,True,2026-03-07 08:00:00
159,142,Brock,Bosque Verde,49,882,False,2026-03-23 16:00:00
160,160,Red,Cueva Celeste,93,2222,False,2026-01-22 08:00:00
161,16,Red,Zona Safari,33,165,True,2026-04-09 20:00:00
162,158,Ash,Ruta 1,71,447,False,2026-05-06 07:00:00
163,56,Leaf,Ruta 1,5,30,False,2026-01-29 19:00:00
164,118,Blue,Zona Safari,36,230,True,2026-03-16 06:00:00
165,160,Blue,Cueva Celeste,57,1362,True,2026-03-11 18:00:00
166,139,Blue,Ruta 1,74,1280,False,2026-05-20 11:00:00
167,56,Brock,Ruta 1,79,481,False,2026-01-01 17:00:00
168,116,Misty,Isla Canela,42,247,True,2026-02-21 15:00:00
169,199,Red,Monte Moon,41,705,False,2026-05-23 07:00:00
170,94,Misty,Cueva Celeste,23,517,True,2026-02-01 18:00:00
171,169,Misty,Bosque Verde,28,674,True,2026-05-20 16:00:00
172,135,Ash,Zona Safari,57,1048,True,2026-06-03 05:00:00
173,1,Ash,Isla Canela,49,313,True,2026-02-01 18:00:00
174,157,Brock,Bosque Verde,7,168,False,2026-01-23 19:00:00
175,151,Blue,Zona Safari,87,2349,False,2026-03-04 22:00:00
176,101,Leaf,Ruta 1,39,670,False,2026-02-17 22:00:00
177,47,Red,Cueva Celeste,87,1235,False,2026-04-09 12:00:00
178,32,Blue,Zona Safari,22,121,True,2026-03-02 22:00:00
179,72,Leaf,Monte Moon,61,408,True,2026-01-17 06:00:00
180,110,Leaf,Bosque Verde,14,240,True,2026-04-12 10:00:00
181,80,Red,Zona Safari,4,68,True,2026-05-16 12:00:00
182,32,Ash,Monte Moon,71,390,True,2026-05-15 00:00:00
183,125,Blue,Isla Canela,4,68,True,2026-05-25 17:00:00
184,92,Misty,Isla Canela,59,365,True,2026-02-09 16:00:00
185,107,Ash,Cueva Celeste,80,1272,False,2026-04-05 17:00:00
186,36,Brock,Bosque Verde,13,282,False,2026-01-13 05:00:00
187,6,Misty,Zona Safari,57,1368,True,2026-02-08 05:00:00
188,122,Leaf,Bosque Verde,1,16,False,2026-02-12 00:00:00
189,53,Leaf,Ruta 1,70,1078,True,2026-03-16 09:00:00
190,67,Brock,Bosque Verde,100,1420,False,2026-04-22 17:00:00
191,70,Red,Ruta 1,82,1123,True,2026-02-13 20:00:00
192,55,Leaf,Monte Moon,60,1050,False,2026-02-06 21:00:00
193,171,Misty,Isla Canela,87,1400,False,2026-04-26 05:00:00
194,103,Leaf,Monte Moon,41,762,False,2026-01-29 06:00:00
195,153,Misty,Monte Moon,86,1221,True,2026-04-05 12:00:00
196,18,Brock,Cueva Celeste,5,108,True,2026-01-09 18:00:00
197,71,Brock,Cueva Celeste,48,1060,False,2026-05-19 17:00:00
198,61,Leaf,Cueva Celeste,26,351,True,2026-04-15 22:00:00
199,47,Brock,Zona Safari,47,667,False,2026-02-05 18:00:00
200,85,Red,Bosque Verde,58,957,False,2026-02-01 01:00:00
201,186,Red,Isla Canela,25,562,True,2026-01-22 19:00:00
202,119,Misty,Isla Canela,91,1437,True,2026-04-28 13:00:00
203,131,Leaf,Cueva Celeste,44,822,False,2026-03-21 00:00:00
204,156,Blue,Bosque Verde,10,142,True,2026-04-04 00:00:00
205,53,Ash,Bosque Verde,50,770,False,2026-03-27 16:00:00
206,101,Ash,Bosque Verde,48,825,True,2026-06-30 11:00:00
207,35,Red,Bosque Verde,37,418,True,2026-01-11 22:00:00
208,4,Ash,Zona Safari,1,6,True,2026-05-07 21:00:00
209,59,Misty,Monte Moon,5,97,True,2026-04-13 06:00:00
210,43,Misty,Monte Moon,37,236,False,2026-04-03 00:00:00
211,67,Red,Monte Moon,3,42,False,2026-01-31 03:00:00
212,157,Leaf,Ruta 1,32,768,False,2026-06-20 00:00:00
213,78,Leaf,Monte Moon,23,402,True,2026-05-08 06:00:00
214,179,Misty,Bosque Verde,58,324,True,2026-03-20 10:00:00
215,127,Leaf,Isla Canela,37,647,True,2026-06-11 01:00:00
216,79,Leaf,Cueva Celeste,73,459,True,2026-05-01 06:00:00
217,182,Misty,Zona Safari,3,66,True,2026-04-09 19:00:00
218,48,Ash,Bosque Verde,31,189,True,2026-02-21 06:00:00
219,90,Brock,Cueva Celeste,65,396,False,2026-04-09 19:00:00
220,181,Misty,Zona Safari,56,1288,False,2026-04-14 14:00:00
221,129,Leaf,Monte Moon,88,352,False,2026-03-14 20:00:00
222,25,Ash,Isla Canela,16,179,False,2026-01-08 04:00:00
223,167,Red,Cueva Celeste,51,254,False,2026-01-18 13:00:00
224,24,Red,Ruta 1,89,1397,True,2026-03-14 21:00:00
225,129,Leaf,Zona Safari,9,36,True,2026-04-12 20:00:00
226,108,Misty,Bosque Verde,48,369,False,2026-05-09 16:00:00
227,94,Blue,Monte Moon,92,2070,False,2026-04-01 06:00:00
228,38,Misty,Bosque Verde,99,1752,True,2026-03-07 20:00:00
229,96,Blue,Bosque Verde,22,145,False,2026-01-02 04:00:00
230,110,Red,Bosque Verde,79,1358,True,2026-06-05 11:00:00
231,123,Ash,Zona Safari,96,960,False,2026-04-11 06:00:00
232,88,Ash,Monte Moon,62,403,True,2026-05-06 07:00:00
233,30,Misty,Ruta 1,45,576,True,2026-04-30 08:00:00
234,17,Brock,Monte Moon,30,366,False,2026-01-02 19:00:00
235,98,Red,Cueva Celeste,69,448,False,2026-04-26 16:00:00
236,109,Misty,Monte Moon,99,673,False,2026-05-08 10:00:00
237,26,Misty,Isla Canela,58,1264,False,2026-05-12 02:00:00
238,79,Blue,Bosque Verde,68,428,True,2026-03-26 01:00:00
239,124,Blue,Cueva Celeste,17,270,False,2026-01-18 06:00:00
240,113,Leaf,Isla Canela,44,1738,False,2026-06-17 07:00:00
241,98,Red,Monte Moon,1,6,False,2026-04-12 06:00:00
242,87,Misty,Bosque Verde,74,1228,False,2026-06-18 02:00:00
243,137,Misty,Bosque Verde,19,150,False,2026-03-26 21:00:00
244,15,Ash,Monte Moon,44,783,False,2026-01-19 05:00:00
245,107,Red,Zona Safari,66,1049,True,2026-04-29 06:00:00
246,181,Misty,Cueva Celeste,16,368,False,2026-03-22 09:00:00
247,15,Blue,Ruta 1,94,1673,False,2026-03-28 07:00:00
248,76,Ash,Cueva Celeste,54,1204,False,2026-06-28 05:00:00
249,128,Leaf,Monte Moon,69,1186,True,2026-06-21 21:00:00
250,26,Red,Zona Safari,1,21,True,2026-06-03 01:00:00
251,10,Blue,Monte Moon,25,97,True,2026-06-11 05:00:00
252,136,Ash,Monte Moon,88,1619,False,2026-04-13 09:00:00
253,177,Misty,Monte Moon,82,524,False,2026-03-04 05:00:00
254,55,Misty,Isla Canela,43,752,True,2026-03-08 22:00:00
255,116,Misty,Cueva Celeste,5,29,False,2026-02-03 22:00:00
256,15,Ash,Cueva Celeste,46,818,True,2026-06-19 23:00:00
257,112,Leaf,Isla Canela,18,306,False,2026-02-22 07:00:00
258,128,Brock,Zona Safari,89,1530,False,2026-04-27 09:00:00
259,151,Ash,Cueva Celeste,30,810,False,2026-04-17 06:00:00
260,49,Blue,Cueva Celeste,79,1248,False,2026-04-27 08:00:00
261,151,Blue,Zona Safari,95,2565,True,2026-05-03 06:00:00
262,96,Blue,Cueva Celeste,67,442,True,2026-01-27 16:00:00
263,112,Blue,Bosque Verde,69,1173,False,2026-04-11 04:00:00
264,109,Red,Bosque Verde,76,516,True,2026-03-16 04:00:00
265,113,Misty,Isla Canela,39,1540,True,2026-05-29 15:00:00
266,169,Misty,Ruta 1,29,698,True,2026-04-03 16:00:00
267,93,Ash,Zona Safari,96,1363,False,2026-03-06 12:00:00
268,118,Misty,Monte Moon,35,224,False,2026-05-18 00:00:00
269,118,Red,Zona Safari,7,44,False,2026-01-13 03:00:00
270,110,Leaf,Monte Moon,71,1221,False,2026-05-23 20:00:00
271,128,Blue,Isla Canela,40,688,True,2026-04-23 00:00:00
272,79,Ash,Cueva Celeste,85,535,False,2026-02-24 09:00:00
273,59,Misty,Monte Moon,88,1707,True,2026-03-15 22:00:00
274,152,Misty,Ruta 1,70,448,True,2026-01-27 07:00:00
275,126,Blue,Monte Moon,25,432,False,2026-03-12 17:00:00
276,62,Brock,Cueva Celeste,98,2254,False,2026-04-05 11:00:00
277,71,Brock,Ruta 1,36,795,False,2026-06-15 20:00:00
278,91,Ash,Ruta 1,80,1472,True,2026-04-09 04:00:00
279,191,Blue,Isla Canela,15,54,False,2026-01-11 22:00:00
280,67,Brock,Monte Moon,81,1150,False,2026-02-22 14:00:00
281,106,Blue,Zona Safari,44,699,False,2026-01-25 08:00:00
282,5,Leaf,Zona Safari,12,170,True,2026-04-20 22:00:00
283,176,Ash,Isla Canela,70,994,False,2026-01-31 00:00:00
284,181,Leaf,Isla Canela,12,276,True,2026-03-14 10:00:00
285,61,Red,Cueva Celeste,41,553,True,2026-05-16 21:00:00
286,28,Brock,Isla Canela,70,1106,True,2026-01-19 08:00:00
287,105,Ash,Ruta 1,46,685,True,2026-05-24 07:00:00
288,86,Brock,Zona Safari,55,357,False,2026-03-13 06:00:00
289,34,Red,Ruta 1,13,295,True,2026-01-01 12:00:00
290,181,Blue,Isla Canela,74,1702,False,2026-06-10 02:00:00
291,45,Ash,Cueva Celeste,63,1392,True,2026-05-02 19:00:00
292,103,Blue,Monte Moon,54,1004,True,2026-06-25 23:00:00
293,168,Blue,Cueva Celeste,18,252,True,2026-05-20 05:00:00
294,104,Red,Zona Safari,3,19,True,2026-05-15 22:00:00
295,41,Leaf,Ruta 1,30,147,False,2026-04-07 23:00:00
296,25,Blue,Cueva Celeste,60,672,True,2026-05-29 10:00:00
297,115,Misty,Cueva Celeste,79,1358,True,2026-02-27 20:00:00
298,185,Blue,Monte Moon,81,1166,False,2026-01-16 04:00:00
299,49,Brock,Bosque Verde,65,1027,False,2026-01-06 16:00:00
300,113,Misty,Cueva Celeste,91,3594,True,2026-01-18 17:00:00
301,134,Red,Ruta 1,68,1251,False,2026-01-02 01:00:00
302,141,Blue,Ruta 1,36,622,False,2026-05-10 15:00:00
303,161,Ash,Zona Safari,63,270,True,2026-06-24 07:00:00
304,144,Blue,Ruta 1,62,1618,False,2026-01-01 16:00:00
305,70,Brock,Monte Moon,77,1054,True,2026-02-07 06:00:00
306,77,Brock,Ruta 1,66,541,False,2026-03-23 14:00:00
307,161,Misty,Isla Canela,82,352,True,2026-06-27 10:00:00
308,72,Red,Cueva Celeste,47,314,True,2026-06-10 02:00:00
309,160,Brock,Monte Moon,47,1123,True,2026-06-26 00:00:00
310,20,Misty,Monte Moon,90,1305,True,2026-03-14 05:00:00
311,124,Brock,Cueva Celeste,25,397,True,2026-04-02 17:00:00
312,66,Red,Isla Canela,26,158,False,2026-03-15 14:00:00
313,132,Misty,Cueva Celeste,22,222,True,2026-05-09 12:00:00
314,134,Red,Cueva Celeste,5,92,False,2026-06-02 21:00:00
315,81,Leaf,Isla Canela,2,13,False,2026-01-15 03:00:00
316,55,Red,Isla Canela,71,1242,False,2026-01-30 13:00:00
317,10,Misty,Cueva Celeste,49,191,True,2026-03-17 09:00:00
318,40,Ash,Bosque Verde,11,215,True,2026-04-21 14:00:00
319,6,Misty,Monte Moon,79,1896,True,2026-05-14 17:00:00
320,112,Misty,Cueva Celeste,73,1241,False,2026-04-25 01:00:00
321,188,Brock,Cueva Celeste,55,654,False,2026-05-07 23:00:00
322,3,Red,Ruta 1,17,401,True,2026-06-01 14:00:00
323,149,Misty,Zona Safari,49,1323,False,2026-01-29 17:00:00
324,114,Leaf,Bosque Verde,79,687,False,2026-01-28 11:00:00
325,127,Leaf,Zona Safari,35,612,True,2026-06-02 02:00:00
326,13,Red,Cueva Celeste,69,269,False,2026-06-30 08:00:00
327,149,Leaf,Ruta 1,40,1080,True,2026-02-07 12:00:00
328,127,Ash,Monte Moon,33,577,False,2026-04-24 01:00:00
329,8,Misty,Monte Moon,86,1221,False,2026-03-20 12:00:00
330,48,Red,Zona Safari,9,54,True,2026-01-04 14:00:00
331,117,Blue,Zona Safari,52,800,False,2026-05-09 08:00:00
332,28,Leaf,Monte Moon,8,126,False,2026-06-26 18:00:00
333,199,Blue,Isla Canela,11,189,True,2026-01-12 20:00:00
334,65,Brock,Isla Canela,39,877,True,2026-04-18 12:00:00
335,195,Brock,Zona Safari,55,830,False,2026-05-10 04:00:00
336,132,Brock,Monte Moon,42,424,True,2026-01-27 08:00:00
337,83,Leaf,Bosque Verde,67,884,True,2026-03-03 07:00:00
338,171,Blue,Monte Moon,83,1336,False,2026-05-03 02:00:00
339,107,Leaf,Ruta 1,42,667,True,2026-05-26 16:00:00
340,74,Ash,Cueva Celeste,3,18,False,2026-06-28 01:00:00
341,96,Ash,Isla Canela,34,224,True,2026-04-09 18:00:00
342,33,Ash,Bosque Verde,26,332,True,2026-01-27 21:00:00
343,3,Brock,Zona Safari,11,259,True,2026-05-11 06:00:00
344,31,Ash,Ruta 1,56,1271,True,2026-01-10 07:00:00
345,133,Red,Cueva Celeste,28,182,True,2026-05-11 18:00:00
346,197,Brock,Cueva Celeste,5,92,True,2026-01-26 15:00:00
347,171,Leaf,Monte Moon,49,788,True,2026-04-18 10:00:00
348,152,Blue,Isla Canela,5,32,False,2026-01-10 12:00:00
349,19,Blue,Ruta 1,47,239,True,2026-05-08 08:00:00
350,179,Ash,Ruta 1,100,560,False,2026-04-20 04:00:00
351,69,Brock,Monte Moon,59,354,True,2026-01-18 19:00:00
352,158,Blue,Ruta 1,86,541,False,2026-04-03 02:00:00
353,52,Brock,Ruta 1,42,243,True,2026-05-07 07:00:00
354,113,Blue,Isla Canela,74,2923,True,2026-03-30 00:00:00
355,49,Brock,Isla Canela,19,300,False,2026-03-15 05:00:00
356,143,Brock,Cueva Celeste,80,1512,True,2026-03-11 09:00:00
357,191,Brock,Zona Safari,69,248,True,2026-06-16 10:00:00
358,145,Red,Isla Canela,62,1618,True,2026-01-08 07:00:00
359,95,Red,Monte Moon,80,616,False,2026-03-15 01:00:00
360,131,Blue,Monte Moon,100,1870,True,2026-05-08 22:00:00
361,183,Leaf,Zona Safari,21,184,True,2026-03-07 13:00:00
362,103,Brock,Zona Safari,30,558,False,2026-03-10 03:00:00
363,200,Red,Cueva Celeste,42,365,False,2026-03-10 08:00:00
364,14,Blue,Zona Safari,16,115,False,2026-04-09 00:00:00
365,62,Brock,Zona Safari,99,2277,False,2026-01-26 01:00:00
366,198,Leaf,Isla Canela,80,648,False,2026-03-13 04:00:00
367,169,Blue,Ruta 1,36,867,True,2026-02-25 01:00:00
368,91,Red,Bosque Verde,99,1821,False,2026-03-24 14:00:00
369,42,Brock,Ruta 1,73,1160,False,2026-02-10 15:00:00
370,19,Blue,Zona Safari,48,244,True,2026-02-10 15:00:00
371,51,Red,Cueva Celeste,97,1445,False,2026-06-07 22:00:00
372,169,Brock,Bosque Verde,49,1180,False,2026-03-05 23:00:00
373,63,Blue,Bosque Verde,23,142,True,2026-04-05 04:00:00
374,25,Leaf,Cueva Celeste,6,67,False,2026-01-14 17:00:00
375,58,Red,Bosque Verde,79,553,True,2026-04-07 02:00:00
376,34,Blue,Monte Moon,13,295,False,2026-04-17 02:00:00
377,16,Leaf,Monte Moon,50,250,False,2026-02-13 05:00:00
378,13,Ash,Bosque Verde,63,245,False,2026-06-21 16:00:00
379,192,Brock,Ruta 1,47,700,True,2026-03-07 09:00:00
380,171,Brock,Zona Safari,37,595,True,2026-04-16 00:00:00
381,62,Red,Bosque Verde,55,1265,True,2026-05-13 19:00:00
382,199,Misty,Isla Canela,6,103,False,2026-03-23 09:00:00
383,98,Misty,Monte Moon,21,136,True,2026-03-18 15:00:00
384,79,Ash,Bosque Verde,88,554,True,2026-03-01 17:00:00
385,88,Leaf,Cueva Celeste,65,422,False,2026-03-08 08:00:00
386,73,Brock,Zona Safari,44,792,True,2026-05-20 19:00:00
387,66,Misty,Zona Safari,62,378,True,2026-02-06 04:00:00
388,21,Ash,Isla Canela,69,358,False,2026-06-30 14:00:00
389,151,Misty,Cueva Celeste,65,1755,False,2026-05-24 01:00:00
390,104,Ash,Cueva Celeste,33,211,True,2026-04-09 12:00:00
391,82,Brock,Monte Moon,75,1222,False,2026-05-20 17:00:00
392,180,Misty,Isla Canela,81,1036,False,2026-02-25 07:00:00
393,62,Misty,Cueva Celeste,96,2208,True,2026-06-15 03:00:00
394,165,Ash,Zona Safari,33,174,True,2026-01-23 15:00:00
395,127,Misty,Monte Moon,79,1382,True,2026-02-03 06:00:00
396,5,Brock,Zona Safari,46,653,False,2026-06-01 19:00:00
397,184,Leaf,Ruta 1,94,1776,False,2026-04-22 00:00:00
398,77,Blue,Bosque Verde,60,492,False,2026-04-28 05:00:00
399,20,Brock,Cueva Celeste,53,768,True,2026-06-29 21:00:00
400,42,Red,Bosque Verde,100,1590,True,2026-04-02 05:00:00
